자재번호,대상장비,생성일시
1114599,J001,2023-12-20 23:45
1108232,J001,2023-12-20 23:45
1108233,J001,2023-12-20 23:45
1100327,R810,2020-09-16 23:42
1099848,J001,2023-12-20 23:45
1111563,J001,2023-12-20 23:45
1111208,S001,2019-11-22 23:29
1107111,J001,2023-12-20 23:45
1099030,J001,2023-12-20 23:46
1099320,J001,2023-12-20 23:46
1101494,R500,2019-04-17 23:30
1099653,J001,2023-12-20 23:46
1099791,J001,2023-12-20 23:46
1099799,J001,2023-12-20 23:46
1099800,J001,2023-12-20 23:46
1099801,J001,2023-12-20 23:46
1100180,R810,2020-09-16 23:42
1099802,J001,2023-12-20 23:46
1099807,J001,2023-12-20 23:46
1098810,R233,2020-09-16 23:42
1098810,R232,2020-09-16 23:42
1098810,X001,2020-09-16 23:42
1098783,R810,2020-09-16 23:42
1099814,J001,2023-12-20 23:46
1097421,R810,2020-09-16 23:42
1099820,J001,2023-12-20 23:46
1109478,R233,2020-09-16 23:42
1099821,J001,2023-12-20 23:46
1109480,R233,2020-09-16 23:42
1099823,J001,2023-12-20 23:46
1099827,J001,2023-12-20 23:46
1100515,J001,2023-12-20 23:46
1100927,R911,2023-12-20 23:46
1103327,J001,2023-12-20 23:46
1106677,J001,2023-12-20 23:46
1108508,J001,2023-12-20 23:46
1112312,J001,2023-12-20 23:46
1100670,J001,2023-12-20 23:46
1106667,R233,2020-09-16 23:43
1111743,R600,2019-11-25 23:29
1110446,R500,2019-04-19 23:30
1114405,J001,2023-12-20 23:46
1099786,J001,2023-12-20 23:48
1111502,J001,2023-12-20 23:48
1111504,J001,2023-12-20 23:48
1109658,R233,2020-09-16 23:43
1111464,J001,2023-12-20 23:48
1111548,J001,2023-12-20 23:48
1111549,J001,2023-12-20 23:48
1111550,J001,2023-12-20 23:48
1111551,J001,2023-12-20 23:48
1111561,J001,2023-12-20 23:48
1112474,R720,2019-11-26 10:09
1111555,J001,2023-12-20 23:48
1111556,J001,2023-12-20 23:48
1111932,J001,2023-12-20 23:48
1113636,J001,2023-12-20 23:48
1111935,J001,2023-12-20 23:48
1111576,J001,2023-12-20 23:48
1111543,J001,2023-12-20 23:48
1111579,J001,2023-12-20 23:48
1111524,J001,2023-12-20 23:48
1111544,J001,2023-12-20 23:48
1111658,J001,2023-12-20 23:48
1104871,E001,2019-11-26 23:29
1112659,R720,2019-11-26 23:29
1112301,R720,2024-09-09 18:04
1099199,R710,2024-09-12 00:00
1117382,J001,2024-10-18 23:30
1112302,R720,2024-09-09 18:04
1104047,R110,2019-04-23 23:30
1105075,R720,2024-09-09 23:30
1111339,R500,2023-06-21 23:30
7020251,M001,2023-06-21 23:30
1117024,R110,2023-06-21 23:30
1117025,R110,2023-06-21 23:30
1117023,R110,2023-06-21 23:30
1113907,R720,2024-09-10 23:30
1118956,R720,2023-06-21 23:30
1119083,T001,2024-09-10 23:30
1103631,T001,2024-09-10 23:30
1109011,R720,2024-09-10 23:30
1122041,C001,2024-10-21 23:30
1121987,R720,2024-10-17 23:30
1112820,R233,2024-09-10 23:30
1107504,R720,2024-09-10 23:30
1116514,R720,2024-09-10 23:30
1119880,A001,2023-06-27 23:30
1119887,R720,2023-06-22 23:30
1109050,R710,2020-10-26 23:30
1111333,R122,2019-04-23 23:31
1119886,R720,2023-06-22 23:30
1100235,R122,2021-08-17 23:30
1119888,R720,2023-06-22 23:30
1119889,R720,2023-06-22 23:30
1114969,R123,2024-09-10 23:30
1119890,R720,2023-06-22 23:30
1108724,R720,2021-08-17 23:30
1108725,R720,2021-08-17 23:30
1116427,R123,2024-09-10 23:30
1106307,R710,2024-09-10 23:30
1110981,R720,2021-08-17 23:30
1109554,R720,2023-06-23 23:30
1115584,R123,2024-09-10 23:30
1112083,R720,2021-08-17 23:30
1121732,R730,2024-09-10 23:30
1106470,R830,2024-09-10 23:30
1121190,R810,2024-09-10 23:30
1121191,R810,2024-09-10 23:30
1098460,R215,2019-04-24 23:30
1121192,R810,2024-09-10 23:30
1112091,R720,2024-10-17 23:30
1119854,R720,2023-06-22 23:30
1108556,R720,2020-10-27 23:30
1111283,R720,2019-04-25 23:30
1117678,R123,2023-06-22 23:30
1121985,J001,2024-10-17 23:30
1122006,J001,2024-10-17 23:30
1122007,J001,2024-10-17 23:30
1122008,J001,2024-10-17 23:30
1122009,J001,2024-10-17 23:30
1105082,R720,2019-10-31 23:30
7020216,S001,2019-11-01 23:29
1122010,J001,2024-10-17 23:30
1122011,J001,2024-10-17 23:30
1109954,R710,2019-04-26 23:30
1109951,R710,2019-04-26 23:30
1114976,R123,2024-10-17 23:30
7019196,W001,2020-10-27 23:30
1118719,R710,2024-10-17 23:30
1118720,R710,2024-10-17 23:30
1118165,J001,2024-10-17 23:30
1118226,J001,2024-10-17 23:30
1111198,R710,2019-04-26 23:30
7020858,K001,2023-06-26 23:30
1112103,J001,2024-10-17 23:31
1112805,J001,2024-10-17 23:31
1098346,R710,2024-10-17 23:31
1112376,R233,2024-10-17 23:31
1122017,J001,2024-10-17 23:31
1122018,J001,2024-10-17 23:31
1109450,I001,2020-10-27 23:30
1101162,R710,2024-10-17 23:31
7020860,K001,2023-06-26 23:30
1109953,R710,2019-04-26 23:30
1098337,R710,2019-04-26 23:30
7020217,W001,2019-11-01 23:29
1108572,R830,2024-10-17 23:31
1122025,J001,2024-10-17 23:31
1115234,R730,2024-10-18 23:30
1122036,J001,2024-10-17 23:31
7020861,K001,2023-06-26 23:30
7020862,K001,2023-06-26 23:30
1110116,R500,2019-04-29 23:30
1122038,J001,2024-10-17 23:31
7020805,M001,2024-10-17 23:31
1116724,R810,2024-10-17 23:31
1112971,R810,2024-10-17 23:31
1122039,A001,2024-10-17 23:31
1115072,A001,2021-08-18 23:30
7020659,M001,2023-06-29 23:30
1119906,A001,2023-06-27 23:30
1106118,R123,2021-08-18 23:30
1114156,T001,2024-10-18 23:30
1114155,T001,2024-10-18 23:30
1114154,T001,2024-10-18 23:30
1114153,T001,2024-10-18 23:30
1114152,T001,2024-10-18 23:30
1104100,G001,2019-11-01 23:29
1114151,T001,2024-10-18 23:30
1114150,T001,2024-10-18 23:30
7020232,I001,2023-06-27 23:30
1114259,R720,2021-08-18 23:30
1117116,R720,2023-06-27 23:30
1101441,A001,2024-10-18 23:30
1113507,R720,2021-08-18 23:30
1099557,R233,2024-10-18 23:30
1100702,R720,2021-08-18 23:31
1113032,R122,2024-10-18 23:30
1120865,R720,2024-10-18 23:30
1113709,A001,2023-06-27 23:30
1101806,R720,2024-10-18 23:30
1105294,R123,2024-10-18 23:30
1118269,A001,2024-10-18 23:30
1120553,A001,2024-10-18 23:30
1111359,R720,2024-10-18 23:30
1120573,S001,2024-10-18 23:30
1121020,R720,2024-10-18 23:30
1104687,I001,2020-10-28 23:30
1121470,R730,2024-10-18 23:30
1107797,R122,2019-05-02 17:53
1107798,R122,2019-05-02 17:53
7020801,I001,2023-06-27 23:30
1104625,R110,2024-10-18 23:30
1110785,J001,2024-10-18 23:30
1105956,I001,2019-11-04 23:29
7020082,M001,2024-10-18 23:30
1104487,R720,2024-10-18 23:30
1114665,R720,2023-06-27 23:30
1110289,S001,2019-05-02 17:53
1119744,K001,2023-06-29 23:30
1110291,S001,2019-05-02 17:53
1098961,R233,2019-05-02 17:53
1100820,R122,2024-10-21 23:30
1118178,R720,2023-06-29 23:30
1113632,J001,2024-10-21 23:30
1113633,J001,2024-10-21 23:30
1116607,J001,2024-10-21 23:30
1112298,J001,2024-10-21 23:30
1119745,K001,2023-06-29 23:30
1122040,C001,2024-10-21 23:30
1113848,R720,2021-08-18 23:31
1113906,R720,2021-08-18 23:31
1119743,K001,2023-06-29 23:30
1109058,I001,2019-05-02 17:54
1106143,R122,2020-03-04 10:40
1116040,J001,2023-12-20 23:56
1106143,R810,2020-03-04 10:40
1106143,R110,2020-03-04 10:40
1106143,R215,2020-03-04 10:40
1116705,A001,2021-09-30 23:30
1116722,R810,2021-09-29 23:30
1120713,J001,2024-01-26 23:30
1120714,J001,2024-01-26 23:30
1120715,J001,2024-01-26 23:30
1120746,J001,2024-01-26 23:30
1120747,J001,2024-01-26 23:30
1115583,R123,2021-09-29 23:30
1120756,J001,2024-01-26 23:30
1120757,J001,2024-01-26 23:30
1120758,J001,2024-01-26 23:30
1120759,J001,2024-01-26 23:30
1120760,J001,2024-01-26 23:30
1097985,J001,2020-12-01 23:30
1120830,R720,2024-01-26 23:30
1120831,R720,2024-01-26 23:30
1120832,R720,2024-01-26 23:31
1120833,R720,2024-01-26 23:31
1120835,R720,2024-01-26 23:31
1111451,T001,2020-05-08 23:27
1110401,S001,2019-05-02 17:54
1120836,R720,2024-01-26 23:31
1120837,R720,2024-01-26 23:31
1120838,R720,2024-01-26 23:31
1105173,R720,2024-01-26 23:31
1120767,R730,2024-01-29 23:30
1111282,R710,2019-05-02 23:30
1111284,R710,2019-05-02 23:30
1109940,P001,2020-12-01 23:30
1111753,T001,2020-05-08 23:27
1109945,P001,2020-12-01 23:30
1120696,R730,2024-01-26 23:31
1098981,C001,2019-05-02 18:00
1098982,C001,2019-05-02 18:00
1098983,C001,2019-05-02 18:00
1100287,T001,2019-05-02 18:00
1098315,I001,2019-05-02 18:00
1098315,X001,2019-05-02 18:00
1097407,S001,2019-05-02 18:00
1097673,R600,2024-01-26 23:31
1100453,G001,2019-05-02 18:00
1100454,G001,2019-05-02 18:00
1100455,G001,2019-05-02 18:00
1100456,G001,2019-05-02 18:00
1100457,G001,2019-05-02 18:00
1100458,G001,2019-05-02 18:00
1100459,G001,2019-05-02 18:00
1100460,G001,2019-05-02 18:00
1100370,R710,2024-01-27 23:30
1104403,R123,2024-01-27 23:30
1099198,X001,2019-05-02 18:00
7018880,X001,2019-05-02 18:00
1097854,R233,2019-05-02 18:00
1113243,P001,2020-12-01 23:30
1104284,R233,2019-05-02 18:00
1112335,R710,2024-01-29 23:30
1097019,R122,2019-05-02 18:01
1097059,R215,2019-05-02 18:01
1097365,K001,2019-05-02 18:01
1100810,I001,2020-12-02 23:30
1100552,R400,2019-05-02 18:01
1106491,R122,2020-12-02 23:30
1110771,T001,2024-01-29 23:30
1110772,T001,2024-01-29 23:30
7020866,R810,2024-01-29 23:30
1104728,I001,2019-05-02 18:01
1113570,R710,2024-01-29 23:30
1110773,T001,2024-01-29 23:30
1110775,T001,2024-01-29 23:30
1110783,T001,2024-01-29 23:30
1110816,T001,2024-01-29 23:30
1110817,T001,2024-01-29 23:30
1112558,T001,2024-01-29 23:30
1112559,T001,2024-01-29 23:30
1112561,T001,2024-01-29 23:30
1112562,T001,2024-01-29 23:30
1108881,T001,2024-01-29 23:30
1108882,T001,2024-01-29 23:30
1108883,T001,2024-01-29 23:30
1107651,S001,2019-05-02 18:01
1108885,T001,2024-01-29 23:30
7019747,J001,2019-05-02 18:01
7019747,X001,2019-05-02 18:01
1108906,T001,2024-01-29 23:30
1108907,T001,2024-01-29 23:30
1108933,T001,2024-01-29 23:30
1109067,T001,2024-01-29 23:30
1113391,R122,2021-09-30 23:30
1117827,J001,2024-01-29 23:30
1116757,A001,2021-09-30 23:30
1119990,R720,2024-01-29 23:30
1115348,R720,2024-01-29 23:30
1108047,R720,2024-01-29 23:30
1112931,S001,2024-01-29 23:30
1107729,I001,2019-05-02 18:02
1114219,J001,2024-01-30 23:30
1108229,P001,2019-05-02 18:02
1118041,R710,2024-01-30 23:30
1114242,R600,2020-12-04 23:30
6005541,W001,2020-12-03 23:30
1100551,I001,2024-01-30 23:30
1107280,I001,2020-05-08 23:28
1117218,R122,2024-01-30 23:30
1114221,J001,2024-01-30 23:30
1114233,J001,2024-01-30 23:30
1114208,J001,2024-01-30 23:30
1114210,J001,2024-01-30 23:30
1114211,J001,2024-01-30 23:30
6005545,W001,2020-12-04 23:30
1114212,J001,2024-01-30 23:30
1114213,J001,2024-01-30 23:30
1114217,J001,2024-01-30 23:30
1116593,J001,2021-10-01 23:30
1118642,J001,2024-01-30 23:30
1116594,J001,2021-10-01 23:30
1116616,J001,2021-10-01 23:30
1116758,M001,2021-10-01 23:30
1112928,J001,2024-01-30 23:30
1118052,R730,2024-01-30 23:30
1116894,R123,2024-01-30 23:30
1116766,R730,2021-10-05 23:30
1120720,J001,2024-01-30 23:30
1115421,R720,2021-10-06 23:30
1120744,J001,2024-01-30 23:30
1120745,J001,2024-01-30 23:30
1120795,J001,2024-01-30 23:30
1120796,J001,2024-01-30 23:30
1120797,J001,2024-01-30 23:30
1106814,R123,2020-05-08 23:28
1106815,R123,2020-05-08 23:28
1120810,J001,2024-01-30 23:30
1107682,J001,2021-10-05 23:30
1107683,J001,2021-10-05 23:30
1111286,R710,2019-05-02 23:30
1107684,J001,2021-10-05 23:30
1110570,R720,2019-05-02 23:30
1116574,R720,2021-10-05 23:30
1116573,R720,2021-10-05 23:30
1107687,J001,2021-10-05 23:30
1107688,J001,2021-10-05 23:30
7020897,M001,2024-01-30 23:30
1115704,I001,2021-10-05 23:30
1116317,I001,2021-10-05 23:30
1115705,I001,2021-10-05 23:30
1116765,R730,2021-10-05 23:30
1115439,R720,2021-10-06 23:30
1109242,T001,2020-05-11 23:28
1115441,R720,2021-10-06 23:30
1115442,R720,2021-10-06 23:30
1115443,R720,2021-10-06 23:30
1115423,R720,2021-10-06 23:30
1115446,R720,2021-10-06 23:30
1115447,R720,2021-10-06 23:30
1107449,I001,2019-05-03 23:30
1115448,R720,2021-10-06 23:30
1115449,R720,2021-10-06 23:30
1115450,R720,2021-10-06 23:30
1115451,R720,2021-10-06 23:30
1115452,R720,2021-10-06 23:30
1115453,R720,2021-10-06 23:30
1115454,R720,2021-10-06 23:30
1115455,R720,2021-10-06 23:30
1115456,R720,2021-10-06 23:30
1115457,R720,2021-10-06 23:30
1115424,R720,2021-10-06 23:30
7019201,W001,2020-12-31 23:31
1110751,R500,2020-10-23 23:30
1111511,J001,2023-12-20 23:48
1109278,R123,2025-03-06 23:31
1122174,A001,2025-04-15 23:30
1121635,R730,2025-04-15 23:30
7021193,R233,2025-04-16 23:30
1103848,R110,2023-12-21 00:32
1109432,P001,2020-12-31 23:31
7020729,R123,2022-07-20 23:30
1114585,S001,2020-12-31 23:31
7020316,A001,2021-01-04 23:30
1097330,G001,2025-04-16 23:30
1114126,S001,2021-01-04 23:30
1121973,R233,2025-04-17 23:30
1122211,R730,2025-04-16 23:30
1122208,R730,2025-04-16 23:30
1122210,R730,2025-04-16 23:30
1111217,T001,2019-05-09 23:30
1122207,R730,2025-04-16 23:30
1122218,R730,2025-04-16 23:30
1113394,R233,2021-01-04 23:30
1112565,R110,2021-01-04 23:30
1108378,R122,2023-12-21 00:32
1122217,R730,2025-04-16 23:30
1122209,R730,2025-04-16 23:30
1105271,R122,2023-12-21 00:32
1122216,R730,2025-04-16 23:30
1106244,R122,2023-12-21 00:32
1122223,R730,2025-04-16 23:30
1099772,R122,2025-04-16 23:30
7021191,R233,2025-04-16 23:30
7020278,I001,2021-01-04 23:30
1113578,I001,2021-01-04 23:30
1113579,I001,2021-01-04 23:30
1113580,I001,2021-01-04 23:30
1111251,R720,2019-05-08 23:30
1113581,I001,2021-01-04 23:30
1113582,I001,2021-01-04 23:30
1113583,I001,2021-01-04 23:30
1113584,I001,2021-01-04 23:30
1098063,R215,2019-05-08 23:30
7021190,R233,2025-04-16 23:30
1114861,G001,2025-04-17 23:30
1100713,R720,2025-04-16 23:30
7020265,I001,2021-01-04 23:30
1113576,I001,2021-01-04 23:30
1113577,I001,2021-01-04 23:30
1118318,R500,2023-12-21 00:32
1112114,R720,2025-04-16 23:30
1117423,R110,2025-04-16 23:30
1110227,J001,2025-04-16 23:30
1103699,R720,2022-07-21 23:30
1110267,J001,2025-04-16 23:30
1099933,R122,2023-12-21 00:32
1112180,R720,2020-05-26 23:28
1112181,R720,2020-05-26 23:28
1110276,J001,2025-04-16 23:30
1113021,R720,2020-05-26 23:28
1099933,R123,2023-12-21 00:32
1105159,R720,2025-04-16 23:30
1103716,R720,2022-07-22 23:30
1104433,R720,2021-01-05 23:30
1104342,R123,2025-04-16 23:30
1104644,R110,2025-04-16 23:30
1099682,J001,2019-05-14 23:31
1109756,R720,2025-04-16 23:30
1117917,E001,2022-07-22 23:30
1110548,R600,2019-05-09 23:30
1110549,R600,2019-05-09 23:30
1116871,R233,2025-04-17 23:30
1103922,R720,2021-01-05 23:30
1103845,R720,2021-01-05 23:30
1117790,S001,2025-04-17 23:30
1106182,R123,2025-04-17 23:30
1111959,R110,2022-07-25 23:30
1113362,R122,2023-12-21 23:31
1115290,S001,2025-04-17 23:30
7020347,I001,2021-01-06 23:30
1123012,R830,2025-04-17 23:30
1123013,R830,2025-04-17 23:30
1101673,R110,2019-05-13 23:30
1119989,T001,2025-04-17 23:30
1114860,G001,2025-04-17 23:30
1105755,R720,2022-07-25 23:30
1107188,R123,2023-12-21 23:30
1115935,R730,2025-04-18 23:30
7020296,M001,2020-05-27 23:27
1123114,E001,2025-04-17 23:30
1116126,P001,2025-04-17 23:30
1112107,R122,2023-12-21 23:30
7021195,A001,2025-04-18 23:30
7021207,A001,2025-04-18 23:30
1097971,R122,2023-12-21 23:30
1099308,R122,2023-12-21 23:30
1117912,R730,2022-07-26 23:30
7021208,A001,2025-04-18 23:30
1101654,R600,2023-12-21 23:30
7021210,A001,2025-04-18 23:30
7021211,A001,2025-04-18 23:30
1105785,R710,2025-04-18 23:30
7019496,M001,2025-04-18 23:30
7020657,W001,2025-04-18 23:30
7021213,A001,2025-04-18 23:30
1105742,R123,2023-12-21 23:30
7021214,A001,2025-04-18 23:30
7021215,A001,2025-04-18 23:30
7021216,A001,2025-04-18 23:30
1110950,R720,2025-04-18 23:30
1107764,R500,2023-12-21 23:30
7021217,A001,2025-04-18 23:30
1108402,R123,2023-12-21 23:30
1115002,R123,2023-12-21 23:30
7021219,A001,2025-04-18 23:30
1115008,R123,2023-12-21 23:30
1105458,R720,2022-07-26 23:30
1115009,R123,2023-12-21 23:31
1115280,R123,2023-12-21 23:31
1105459,R720,2022-07-26 23:30
1118936,R122,2023-12-21 23:31
7021220,A001,2025-04-18 23:30
1110985,R110,2023-12-21 23:31
7021221,A001,2025-04-18 23:30
1101601,R110,2021-01-06 23:30
7021222,A001,2025-04-18 23:30
7021223,A001,2025-04-18 23:30
1100615,R122,2019-05-14 23:31
1123135,A001,2025-04-18 23:30
1118166,R110,2023-12-21 23:31
1123136,A001,2025-04-18 23:30
1118167,R110,2023-12-21 23:31
6005809,A001,2025-04-18 23:30
1123137,A001,2025-04-18 23:30
1104606,I001,2019-05-17 23:30
7020346,I001,2021-01-06 23:30
7020334,I001,2021-01-06 23:30
1123139,A001,2025-04-18 23:30
1123140,A001,2025-04-18 23:30
1101137,R710,2021-01-07 23:30
7018891,W001,2019-05-16 10:36
1123141,A001,2025-04-18 23:30
1123142,A001,2025-04-18 23:30
1123143,A001,2025-04-18 23:30
1113810,R720,2022-07-27 23:30
1111179,R110,2021-01-07 23:30
1123144,A001,2025-04-18 23:30
1111183,R110,2021-01-07 23:30
1106163,R123,2023-12-21 23:31
1106658,R123,2023-12-21 23:31
1123145,A001,2025-04-18 23:30
1123146,A001,2025-04-18 23:31
1117530,R123,2023-12-21 23:31
1117923,A001,2022-07-27 23:30
1123147,A001,2025-04-18 23:31
1101636,R600,2023-12-21 23:31
1117946,A001,2022-07-27 23:30
1114851,R122,2021-01-07 23:30
1117947,A001,2022-07-27 23:30
1114817,R122,2023-12-21 23:31
1123149,A001,2025-04-18 23:31
1114817,R123,2023-12-21 23:31
1097890,R122,2023-12-21 23:31
1098022,R122,2023-12-21 23:31
1118571,P001,2025-04-18 23:30
1118572,P001,2025-04-18 23:30
1106899,R123,2025-04-18 23:30
1117297,R233,2025-04-18 23:30
1115933,R730,2025-04-18 23:30
1100818,R122,2023-12-21 23:31
1100818,R110,2023-12-21 23:31
1106057,R123,2023-12-21 23:31
1106096,R123,2023-12-21 23:31
1111409,T001,2025-04-18 23:30
1111410,T001,2025-04-18 23:30
1100234,R122,2023-12-21 23:31
1107451,R123,2023-12-21 23:31
1119424,T001,2025-04-18 23:30
1110796,R122,2023-12-21 23:31
1097015,R215,2022-07-27 23:30
1110798,R122,2023-12-21 23:31
1119425,T001,2025-04-18 23:30
1114729,T001,2025-04-18 23:30
1114730,T001,2025-04-18 23:30
1107448,R500,2023-12-21 23:31
1114731,T001,2025-04-18 23:30
1107418,R110,2023-12-21 23:31
1098381,R710,2022-07-28 23:30
1114732,T001,2025-04-18 23:30
1103910,R123,2023-12-21 23:31
1111952,T001,2025-04-18 23:30
1098383,R710,2022-07-28 23:30
7021194,A001,2025-04-18 23:30
7021206,A001,2025-04-18 23:30
7021212,A001,2025-04-18 23:30
1120559,R110,2023-12-21 23:31
1104743,I001,2019-05-17 23:30
1109621,R720,2022-07-28 23:30
7020320,M001,2020-06-01 23:28
1120560,R110,2023-12-21 23:31
1120561,R123,2023-12-21 23:31
1120562,R123,2023-12-21 23:31
1102314,R720,2025-04-18 23:30
7021218,A001,2025-04-18 23:30
1105608,R500,2023-12-21 23:31
1104077,R123,2023-12-21 23:31
1107292,R720,2022-07-28 23:30
1104078,R123,2023-12-21 23:31
1101637,R600,2023-12-21 23:31
1104221,R600,2023-12-21 23:31
1119515,R730,2025-01-15 23:30
1112878,R233,2025-03-04 23:40
1112979,R233,2025-03-04 23:40
1113034,R233,2025-03-04 23:40
1112293,R720,2024-06-11 23:30
1113213,R233,2025-03-04 23:40
1105883,P001,2022-04-26 23:30
1110872,J001,2024-06-11 23:30
1113305,R233,2025-03-04 23:40
1121426,S001,2024-06-11 23:30
1119401,R233,2024-06-11 23:30
1113373,R233,2025-03-04 23:40
1107587,R500,2024-06-11 23:30
1117207,R810,2024-06-11 23:30
1113381,R233,2025-03-04 23:40
1113425,R233,2025-03-04 23:40
1113528,R233,2025-03-04 23:40
1113529,R233,2025-03-04 23:40
1113530,R233,2025-03-04 23:40
1117461,R123,2022-04-26 23:30
1113533,R233,2025-03-04 23:40
1113538,R233,2025-03-04 23:40
1113716,R233,2025-03-04 23:40
1113780,R233,2025-03-04 23:40
1113836,R233,2025-03-04 23:40
1119181,R730,2024-06-11 23:30
1119180,R730,2024-06-11 23:30
1113885,R233,2025-03-04 23:40
1116626,R730,2024-06-11 23:30
1116627,R730,2024-06-11 23:30
1104359,R123,2022-04-27 23:30
1104363,R123,2022-04-27 23:30
1113925,R233,2025-03-04 23:40
1104325,R123,2022-04-27 23:30
1106768,R720,2022-04-27 23:30
1106768,R710,2022-04-27 23:30
1113926,R233,2025-03-04 23:40
1114623,R720,2024-06-11 23:30
1106766,R720,2022-04-27 23:30
1121437,R730,2024-06-12 23:30
1106766,R710,2022-04-27 23:30
1101106,R400,2022-04-27 23:30
1109576,R710,2022-04-27 23:30
1121438,R730,2024-06-12 23:30
1121440,R730,2024-06-12 23:30
1107333,R110,2019-05-23 23:30
1121441,R730,2024-06-12 23:30
1121442,R730,2024-06-12 23:30
1117357,R720,2022-04-28 23:30
1100691,R122,2024-06-12 23:30
1121443,R730,2024-06-12 23:30
1102309,R720,2022-04-28 23:30
1121444,R730,2024-06-12 23:30
1114925,J001,2024-06-12 23:30
1111630,J001,2024-06-12 23:30
7020556,A001,2024-06-12 23:30
1113928,R233,2025-03-04 23:40
7020557,A001,2024-06-12 23:30
1109606,R123,2024-06-12 23:30
1113933,R233,2025-03-04 23:40
1113936,R233,2025-03-04 23:40
1102321,R720,2022-04-28 23:30
1116128,R720,2024-06-12 23:30
1104528,R720,2022-04-28 23:30
1113953,R233,2025-03-04 23:40
1121436,R730,2024-06-12 23:30
1113954,R233,2025-03-04 23:40
1121439,R730,2024-06-12 23:30
1113955,R233,2025-03-04 23:40
1114024,R233,2025-03-04 23:40
1114197,R233,2025-03-04 23:40
1114641,R233,2025-03-04 23:40
1121445,R730,2024-06-12 23:30
1111619,J001,2024-06-12 23:30
1111635,J001,2024-06-12 23:30
1114698,R233,2025-03-04 23:40
1121446,R730,2024-06-12 23:30
1121447,R730,2024-06-12 23:30
1115108,J001,2024-06-12 23:30
1114745,R233,2025-03-04 23:40
1114809,R233,2025-03-04 23:40
1114889,R233,2025-03-04 23:40
1111651,R720,2022-04-28 23:30
1114891,R233,2025-03-04 23:40
1114893,R233,2025-03-04 23:40
1114894,R233,2025-03-04 23:40
1114896,R233,2025-03-04 23:40
1116224,R720,2022-04-28 23:30
1116225,R720,2022-04-28 23:30
1116226,R720,2022-04-28 23:30
1116227,R720,2022-04-28 23:30
1116228,R720,2022-04-28 23:30
1099233,R710,2019-05-25 23:30
1115118,R233,2025-03-04 23:41
1116492,R720,2022-04-28 23:30
1115119,R233,2025-03-04 23:41
1116505,R720,2022-04-28 23:30
1114926,J001,2024-06-13 23:30
1115120,R233,2025-03-04 23:41
1115397,R233,2025-03-04 23:41
1115578,R233,2025-03-04 23:41
1121463,J001,2024-06-13 23:30
1111602,S001,2019-05-27 23:31
1115579,R233,2025-03-04 23:41
1115709,R233,2025-03-04 23:41
1115710,R233,2025-03-04 23:41
1116061,R233,2025-03-04 23:41
1116347,R233,2025-03-04 23:41
1116438,R233,2025-03-04 23:41
1121456,J001,2024-06-13 23:30
1116439,R233,2025-03-04 23:41
1116517,R233,2025-03-04 23:41
1116524,R233,2025-03-04 23:41
1116567,R233,2025-03-04 23:41
1111513,R720,2019-05-27 23:30
1116615,R233,2025-03-04 23:41
1111536,R720,2019-05-27 23:30
1116686,R233,2025-03-04 23:41
1116690,R233,2025-03-04 23:41
1113722,J001,2024-06-13 23:30
1116702,R233,2025-03-04 23:41
1116770,R233,2025-03-04 23:41
1116776,R233,2025-03-04 23:41
1116777,R233,2025-03-04 23:41
1116778,R233,2025-03-04 23:41
1116872,R233,2025-03-04 23:41
1117526,R233,2025-03-04 23:41
1117731,R233,2025-03-04 23:41
1117732,R233,2025-03-04 23:41
1117872,R233,2025-03-04 23:41
1118729,R233,2025-03-04 23:41
1118730,R233,2025-03-04 23:41
1097662,R600,2020-06-30 23:27
1113940,R123,2020-06-30 23:28
1120977,R233,2025-03-04 23:41
1120978,R233,2025-03-04 23:41
1120979,R233,2025-03-04 23:41
1120980,R233,2025-03-04 23:41
1121069,R233,2025-03-04 23:41
1121070,R233,2025-03-04 23:41
1114518,R110,2024-06-13 23:30
1101884,R123,2024-06-13 23:30
1121079,R233,2025-03-04 23:41
1103841,R720,2024-06-13 23:30
7020337,R710,2020-06-30 23:27
1108372,R600,2024-06-13 23:30
1121215,R233,2025-03-04 23:41
1106394,R830,2024-06-13 23:30
1121227,R233,2025-03-04 23:41
1100365,S001,2022-04-29 23:30
1100365,X001,2022-04-29 23:30
1098378,R710,2022-04-29 23:30
1121266,R233,2025-03-04 23:41
1121957,R233,2025-03-04 23:41
1110200,R720,2024-06-14 23:30
1098445,I001,2019-05-28 23:31
1098446,I001,2019-05-28 23:31
1098437,I001,2019-05-28 23:31
1098483,I001,2019-05-28 23:31
1113939,R123,2020-06-30 23:28
1115956,R730,2024-06-14 23:30
1111331,R122,2022-05-02 23:30
1097742,R720,2024-06-14 23:30
1097577,R233,2025-03-04 23:42
1114006,R720,2020-07-01 23:27
1108428,R215,2022-05-02 23:30
1120533,R720,2024-06-14 23:30
1098784,R810,2025-03-04 23:42
1112544,R720,2022-05-02 23:30
7020545,I001,2022-05-02 23:30
7020544,I001,2022-05-02 23:30
1099206,R233,2025-03-04 23:42
1114007,R720,2020-07-01 23:27
1100918,R233,2025-03-04 23:42
1100918,R232,2025-03-04 23:42
1099248,R710,2024-06-17 23:30
1118051,A001,2024-06-14 23:30
1106699,R233,2025-03-04 23:42
1121477,R830,2024-06-17 23:30
1100101,R720,2022-05-03 23:30
1117009,R720,2024-06-17 23:30
1117010,R720,2024-06-17 23:30
